1 1 0 0 
2 1 4.49806 0.000431963 
3 1 4.32787 0.038252 
4 1 5.45319 0.12137 
5 1 6.39502 0.232656 
6 1 7.09921 0.369046 
7 1 7.55437 0.523682 
8 1 7.76364 0.687495 
9 1 7.74819 0.849701 
10 1 7.52158 1.00423 
11 1 7.12215 1.14309 
12 1 6.5883 1.26031 
13 1 5.96749 1.35058 
14 1 5.29802 1.41258 
15 1 4.62742 1.44474 
16 1 3.9856 1.44984 
17 1 3.40652 1.43028 
18 1 2.9194 1.38858 
19 1 2.54169 1.32909 
20 1 2.28291 1.25707 
21 1 2.14135 1.17883 
22 1 2.11866 1.09818 
23 1 2.20613 1.01913 
24 1 2.38407 0.946865 
25 1 2.63361 0.885034 
26 1 2.93854 0.834982 
27 1 3.26709 0.800293 
28 1 3.60893 0.779335 
29 1 3.93906 0.772542 
30 1 4.24174 0.778836 
31 1 4.49934 0.79741 
32 1 4.70613 0.825177 
33 1 4.85165 0.86037 
34 1 4.93988 0.899038 
35 1 4.96426 0.940164 
36 1 4.93257 0.98086 
37 1 4.85413 1.01824 
38 1 4.73344 1.05144 
39 1 4.58698 1.0779 
40 1 4.4249 1.09678 
41 1 4.25332 1.10894 
42 1 4.08583 1.1139 
43 1 3.93501 1.1111 
44 1 3.80035 1.10306 
45 1 3.69196 1.09011 
46 1 3.61067 1.07382 
47 1 3.56112 1.0548 
48 1 3.53991 1.0349 
49 1 3.54615 1.01525 
50 1 3.57658 0.996855 
51 1 3.63138 0.979593 
52 1 3.70208 0.96493 
53 1 3.77852 0.954746 
54 1 3.86641 0.946906 
55 1 3.95295 0.942759 
56 1 4.02971 0.943399 
57 1 4.09689 0.94755 
58 1 4.15489 0.953528 
59 1 4.20264 0.9604 
60 1 4.23722 0.968207 
61 1 4.25751 0.976898 
62 1 4.259 0.987164 
63 1 4.24709 0.997511 
64 1 4.22056 1.00768 
65 1 4.18491 1.01644 
66 1 4.14508 1.02273 
67 1 4.10373 1.02644 
68 1 4.05685 1.02928 
69 1 4.0094 1.03101 
70 1 3.96715 1.03064 
71 1 3.92801 1.029 
72 1 3.90106 1.02478 
73 1 3.88456 1.01878 
74 1 3.87637 1.01234 
75 1 3.8789 1.00552 
76 1 3.89053 0.998818 
77 1 3.90909 0.992857 
78 1 3.93489 0.987516 
79 1 3.95994 0.984331 
80 1 3.98747 0.982375 
81 1 4.01663 0.981117 
82 1 4.04592 0.980484 
83 1 4.06959 0.981518 
84 1 4.0846 0.984688 
85 1 4.092 0.989204 
86 1 4.09835 0.992897 
87 1 4.09915 0.996317 
88 1 4.09412 0.999803 
89 1 4.08145 1.00385 
90 1 4.07102 1.00623 
91 1 4.05913 1.00759 
92 1 4.04783 1.00802 
93 1 4.03846 1.00758 
94 1 4.02974 1.00684 
95 1 4.01941 1.00661 
96 1 4.00913 1.00661 
97 1 3.99837 1.0068 
98 1 3.98856 1.00678 
99 1 3.98381 1.00557 
100 1 3.98304 1.00348 
101 1 3.97837 1.00266 
102 1 3.97879 1.00141 
103 1 3.97842 1.0006 
104 1 3.98109 0.99954 
105 1 3.98588 0.998275 
106 1 3.98762 0.998041 
107 1 3.98932 0.998238 
108 1 3.99524 0.997575 
109 1 3.99785 0.997584 
110 1 3.9989 0.998158 
111 1 4.00355 0.99793 
112 1 4.00327 0.998607 
113 1 4.00545 0.998812 
114 1 4.0058 0.999198 
115 1 4.00263 1.0003 
116 1 3.99983 1.00119 
117 1 4.00159 1.0007 
118 1 4.00398 0.99977 
119 1 4.01015 0.998168 
120 1 4.01433 0.997314 
121 1 4.0155 0.997666 
122 1 4.01945 0.997682 
123 1 4.02603 0.997 
124 1 4.03098 0.996672 
125 1 4.03472 0.99684 
126 1 4.03964 0.996856 
127 1 4.03985 0.997862 
128 1 4.04216 0.998398 
129 1 4.0419 0.999167 
130 1 4.03714 1.00076 
131 1 4.03256 1.00206 
132 1 4.02438 1.00362 
133 1 4.01322 1.00541 
134 1 4.00072 1.00699 
135 1 3.993 1.0069 
136 1 3.98359 1.00666 
137 1 3.98143 1.00484 
138 1 3.97695 1.00362 
139 1 3.97187 1.00313 
140 1 3.97516 1.00119 
141 1 3.97759 0.99961 
142 1 3.98419 0.997746 
143 1 3.98796 0.997038 
144 1 3.99591 0.996023 
145 1 3.99911 0.996298 
146 1 4.00442 0.996445 
147 1 4.01233 0.995922 
148 1 4.02163 0.995038 
149 1 4.03199 0.994096 
150 1 4.03708 0.994619 
151 1 4.0436 0.995138 
152 1 4.04524 0.996567 
153 1 4.04397 0.998471 
154 1 4.03759 1.00103 
155 1 4.02902 1.00345 
156 1 4.02037 1.00502 
157 1 4.0112 1.00591 
158 1 3.99947 1.00685 
159 1 3.98647 1.00776 
160 1 3.97682 1.00763 
161 1 3.96985 1.00659 
162 1 3.96274 1.00562 
163 1 3.96019 1.004 
164 1 3.95958 1.00226 
165 1 3.96327 1.0001 
166 1 3.97313 0.997161 
167 1 3.98491 0.994508 
168 1 3.9941 0.993414 
169 1 4.00908 0.991914 
170 1 4.02451 0.990681 
171 1 4.03811 0.990353 
172 1 4.04528 0.991868 
173 1 4.05619 0.992659 
174 1 4.06509 0.993391 
175 1 4.07353 0.993963 
176 1 4.07507 0.995824 
177 1 4.0727 0.998362 
178 1 4.07222 0.999862 
179 1 4.06339 1.00237 
180 1 4.05779 1.00366 
181 1 4.04641 1.0054 
182 1 4.03963 1.00568 
183 1 4.03042 1.00593 
184 1 4.02309 1.00567 
185 1 4.0149 1.00551 
186 1 4.00782 1.00519 
187 1 4.00006 1.00508 
188 1 3.99073 1.00542 
189 1 3.98733 1.00449 
190 1 3.98708 1.00273 
191 1 3.98354 1.00203 
192 1 3.98095 1.00169 
193 1 3.98023 1.00117 
194 1 3.97938 1.0008 
195 1 3.98386 0.999414 
196 1 3.98418 0.999075 
197 1 3.99168 0.997605 
198 1 4.00018 0.996023 
199 1 4.00352 0.99608 
200 1 4.00971 0.996029 
201 1 4.01311 0.996581 
202 1 4.02063 0.996233 
203 1 4.02288 0.996873 
204 1 4.02268 0.998173 
205 1 4.02122 0.999541 
206 1 4.01771 1.00093 
207 1 4.0167 1.00131 
208 1 4.01012 1.00246 
209 1 4.00574 1.003 
210 1 3.9982 1.00385 
211 1 3.99624 1.00329 
212 1 3.99025 1.00334 
213 1 3.98958 1.00239 
214 1 3.98843 1.00153 
215 1 3.98661 1.00114 
216 1 3.98774 1.00038 
217 1 3.99256 0.998928 
218 1 4.00008 0.997129 
219 1 4.00662 0.996034 
220 1 4.01045 0.996138 
221 1 4.01272 0.996957 
222 1 4.01183 0.998443 
223 1 4.01629 0.998466 
224 1 4.01576 0.999102 
225 1 4.01708 0.999321 
226 1 4.02192 0.998544 
227 1 4.0251 0.998063 
228 1 4.02737 0.998043 
229 1 4.03162 0.997746 
230 1 4.03541 0.997556 
231 1 4.03818 0.997691 
232 1 4.04298 0.997438 
233 1 4.04862 0.996956 
234 1 4.05224 0.997005 
235 1 4.05239 0.997985 
236 1 4.05077 0.999345 
237 1 4.04938 1.00033 
238 1 4.04463 1.0016 
239 1 4.0381 1.00294 
240 1 4.02888 1.00446 
241 1 4.02064 1.00531 
242 1 4.01384 1.00533 
243 1 4.00803 1.00485 
244 1 4.00276 1.00425 
245 1 3.99584 1.00417 
246 1 3.99134 1.00375 
247 1 3.98603 1.00354 
248 1 3.98524 1.00247 
249 1 3.98845 1.00057 
250 -1 -5.01262 0.999989 
251 -1 -4.67935 0.925739 
252 -1 -6.92626 0.758389 
253 -1 -8.80148 0.53319 
254 -1 -10.2021 0.258309 
255 -1 -11.1158 -0.0497043 
256 -1 -11.539 -0.375091 
257 -1 -11.5021 -0.700055 
258 -1 -11.0531 -1.00814 
259 -1 -10.2577 -1.28489 
260 -1 -9.20003 -1.51721 
261 -1 -7.96062 -1.69767 
262 -1 -6.62928 -1.82112 
263 -1 -5.2826 -1.88783 
264 -1 -4.00194 -1.89871 
265 -1 -2.84777 -1.85925 
266 -1 -1.87138 -1.77666 
267 -1 -1.10665 -1.66018 
268 -1 -0.582532 -1.51776 
269 -1 -0.300488 -1.36038 
270 -1 -0.249356 -1.19916 
271 -1 -0.413321 -1.04259 
272 -1 -0.763515 -0.898386 
273 -1 -1.26123 -0.773584 
274 -1 -1.86038 -0.674313 
275 -1 -2.51584 -0.604127 
276 -1 -3.19164 -0.562511 
277 -1 -3.84752 -0.548718 
278 -1 -4.4457 -0.561618 
279 -1 -4.96161 -0.597399 
280 -1 -5.37156 -0.652426 
281 -1 -5.66727 -0.720913 
282 -1 -5.84497 -0.797283 
283 -1 -5.90217 -0.877599 
284 -1 -5.84818 -0.957171 
285 -1 -5.69673 -1.03163 
286 -1 -5.46777 -1.09678 
287 -1 -5.17995 -1.1502 
288 -1 -4.85515 -1.19012 
289 -1 -4.51619 -1.21538 
290 -1 -4.18283 -1.22608 
291 -1 -3.86959 -1.2239 
292 -1 -3.5971 -1.20909 
293 -1 -3.37531 -1.18375 
294 -1 -3.21065 -1.15064 
295 -1 -3.10866 -1.11205 
296 -1 -3.0659 -1.07134 
297 -1 -3.0815 -1.03052 
298 -1 -3.14592 -0.992429 
299 -1 -3.25365 -0.958315 
300 -1 -3.39662 -0.929067 
301 -1 -3.56243 -0.906114 
302 -1 -3.73311 -0.891831 
303 -1 -3.90756 -0.88436 
304 -1 -4.06687 -0.885013 
305 -1 -4.20562 -0.892726 
306 -1 -4.31758 -0.906176 
307 -1 -4.40224 -0.923122 
308 -1 -4.45482 -0.94271 
309 -1 -4.47957 -0.962837 
310 -1 -4.47343 -0.983298 
311 -1 -4.44064 -1.00297 
312 -1 -4.3883 -1.02017 
313 -1 -4.31712 -1.035 
314 -1 -4.24127 -1.04513 
315 -1 -4.15522 -1.05259 
316 -1 -4.07209 -1.05602 
317 -1 -3.99116 -1.05647 
318 -1 -3.91838 -1.05397 
319 -1 -3.86301 -1.04745 
320 -1 -3.81788 -1.03949 
321 -1 -3.7856 -1.03085 
322 -1 -3.76786 -1.02162 
323 -1 -3.76505 -1.01197 
324 -1 -3.77254 -1.0031 
325 -1 -3.79336 -0.994479 
326 -1 -3.82581 -0.986235 
327 -1 -3.8664 -0.979056 
328 -1 -3.90793 -0.974416 
329 -1 -3.95646 -0.970612 
330 -1 -3.99761 -0.969995 
331 -1 -4.03712 -0.971012 
332 -1 -4.07455 -0.972696 
333 -1 -4.10547 -0.975487 
334 -1 -4.12641 -0.979936 
335 -1 -4.14348 -0.984312 
336 -1 -4.14674 -0.990277 
337 -1 -4.1466 -0.995537 
338 -1 -4.13849 -1.00058 
339 -1 -4.12106 -1.00594 
340 -1 -4.09776 -1.01093 
341 -1 -4.07501 -1.014 
342 -1 -4.04962 -1.016 
343 -1 -4.02062 -1.01778 
344 -1 -3.99577 -1.01797 
345 -1 -3.9736 -1.01697 
346 -1 -3.95267 -1.01563 
347 -1 -3.93643 -1.01358 
348 -1 -3.92639 -1.0106 
349 -1 -3.92308 -1.00681 
350 -1 -3.92204 -1.00351 
351 -1 -3.92658 -1.00023 
352 -1 -3.93675 -0.9968 
353 -1 -3.95016 -0.993743 
354 -1 -3.96736 -0.990989 
355 -1 -3.98521 -0.989107 
356 -1 -4.00439 -0.987848 
357 -1 -4.02199 -0.987568 
358 -1 -4.041 -0.987393 
359 -1 -4.05803 -0.987754 
360 -1 -4.07107 -0.989058 
361 -1 -4.07643 -0.99195 
362 -1 -4.07871 -0.99509 
363 -1 -4.07805 -0.99792 
364 -1 -4.07268 -1.00075 
365 -1 -4.06893 -1.00228 
366 -1 -4.06456 -1.003 
367 -1 -4.05583 -1.00418 
368 -1 -4.05061 -1.00434 
369 -1 -4.04098 -1.00509 
370 -1 -4.0277 -1.00659 
371 -1 -4.01582 -1.00754 
372 -1 -4.00767 -1.00715 
373 -1 -3.99577 -1.00728 
374 -1 -3.98884 -1.00644 
375 -1 -3.97878 -1.00625 
376 -1 -3.97389 -1.00519 
377 -1 -3.97182 -1.00356 
378 -1 -3.96964 -1.00232 
379 -1 -3.97345 -1.00029 
380 -1 -3.97906 -0.998265 
381 -1 -3.98432 -0.997001 
382 -1 -3.9896 -0.996407 
383 -1 -3.99595 -0.995994 
384 -1 -4.00228 -0.995787 
385 -1 -4.01294 -0.994753 
386 -1 -4.02514 -0.993445 
387 -1 -4.03309 -0.993428 
388 -1 -4.03793 -0.994539 
389 -1 -4.03891 -0.996511 
390 -1 -4.0367 -0.998821 
391 -1 -4.03627 -1.00008 
392 -1 -4.03752 -1.0002 
393 -1 -4.03784 -1.0001 
394 -1 -4.03756 -1.0001 
395 -1 -4.03172 -1.00136 
396 -1 -4.02536 -1.00274 
397 -1 -4.01592 -1.00438 
398 -1 -4.01114 -1.00453 
399 -1 -4.00515 -1.0044 
400 -1 -3.99889 -1.00428 
401 -1 -3.99455 -1.00378 
402 -1 -3.99417 -1.00244 
403 -1 -3.99202 -1.00165 
404 -1 -3.9925 -1.00074 
405 -1 -3.99652 -0.999292 
406 -1 -4.00446 -0.997283 
407 -1 -4.01372 -0.99546 
408 -1 -4.02136 -0.994667 
409 -1 -4.0296 -0.994349 
410 -1 -4.03241 -0.995503 
411 -1 -4.03386 -0.997064 
412 -1 -4.03402 -0.998527 
413 -1 -4.02957 -1.0005 
414 -1 -4.0247 -1.00207 
415 -1 -4.01585 -1.00387 
416 -1 -4.0053 -1.00553 
417 -1 -3.99853 -1.00574 
418 -1 -3.98756 -1.00634 
419 -1 -3.98406 -1.0052 
420 -1 -3.97819 -1.00439 
421 -1 -3.97485 -1.0034 
422 -1 -3.97602 -1.00168 
423 -1 -3.97888 -0.999908 
424 -1 -3.98064 -0.998956 
425 -1 -3.98624 -0.997744 
426 -1 -3.9903 -0.99719 
427 -1 -3.99347 -0.997238 
428 -1 -3.99572 -0.997674 
429 -1 -3.99593 -0.998547 
430 -1 -4.00157 -0.998069 
431 -1 -4.00443 -0.997918 
432 -1 -4.00927 -0.997487 
433 -1 -4.01713 -0.996433 
434 -1 -4.02544 -0.995425 
435 -1 -4.02985 -0.995633 
436 -1 -4.03677 -0.995622 
437 -1 -4.03753 -0.996909 
438 -1 -4.03483 -0.998966 
439 -1 -4.03367 -1.00026 
440 -1 -4.03505 -1.00029 
441 -1 -4.03119 -1.00107 
442 -1 -4.02768 -1.00175 
443 -1 -4.02518 -1.00195 
444 -1 -4.02425 -1.00157 
445 -1 -4.02284 -1.00124 
446 -1 -4.01949 -1.00146 
447 -1 -4.02083 -1.00075 
448 -1 -4.02047 -1.00034 
449 -1 -4.0182 -1.0006 
450 -1 -4.01599 -1.00097 
451 -1 -4.0183 -1.00026 
452 -1 -4.01623 -1.0004 
453 -1 -4.01601 -1.00036 
454 -1 -4.01851 -0.999671 
455 -1 -4.01803 -0.999658 
456 -1 -4.02219 -0.998843 
457 -1 -4.02454 -0.998436 
458 -1 -4.0235 -0.999051 
459 -1 -4.02325 -0.999629 
460 -1 -4.02323 -0.999948 
461 -1 -4.02497 -0.999687 
462 -1 -4.02794 -0.999044 
463 -1 -4.02827 -0.999075 
464 -1 -4.02813 -0.999425 
465 -1 -4.0259 -1.00023 
466 -1 -4.0211 -1.00149 
467 -1 -4.01723 -1.00227 
468 -1 -4.01007 -1.00337 
469 -1 -4.0027 -1.00425 
470 -1 -3.99386 -1.00509 
471 -1 -3.99052 -1.00442 
472 -1 -3.99144 -1.00252 
473 -1 -3.98835 -1.00173 
474 -1 -3.99175 -1.00013 
475 -1 -3.99536 -0.998757 
476 -1 -3.99593 -0.998585 
477 -1 -3.99589 -0.999009 
478 -1 -3.99443 -0.999804 
479 -1 -3.99721 -0.999518 
480 -1 -3.99548 -0.999968 
481 -1 -3.99255 -1.00078 
482 -1 -3.99066 -1.00121 
483 -1 -3.99257 -1.00053 
484 -1 -3.99362 -0.999889 
485 -1 -3.99642 -0.999091 
486 -1 -4.00177 -0.997939 
